NC_003902.1	NC_003143.1	70.931	7207	1721	298	1043436	1050459	4204372	4197357	0.0	2831
NC_003902.1	NC_003143.1	82.809	3211	423	97	4945546	4948688	17402	14253	0.0	2805
NC_003902.1	NC_003143.1	82.809	3211	423	97	4557678	4560820	17402	14253	0.0	2805
NC_003902.1	NC_003143.1	82.804	3210	425	95	4557678	4560820	3648978	3652127	0.0	2805
NC_003902.1	NC_003143.1	82.804	3210	425	95	4945546	4948688	3648978	3652127	0.0	2805
NC_003902.1	NC_003143.1	82.804	3210	425	95	4557678	4560820	4175262	4178411	0.0	2805
NC_003902.1	NC_003143.1	82.804	3210	425	95	4945546	4948688	4175262	4178411	0.0	2805
NC_003902.1	NC_003143.1	82.741	3210	427	94	4557678	4560820	4384623	4387772	0.0	2797
NC_003902.1	NC_003143.1	82.741	3210	427	94	4945546	4948688	4384623	4387772	0.0	2797
NC_003902.1	NC_003143.1	82.679	3210	429	96	4945546	4948688	1222615	1219466	0.0	2789
NC_003902.1	NC_003143.1	82.679	3210	429	96	4557678	4560820	1222615	1219466	0.0	2789
NC_003902.1	NC_003143.1	82.653	3211	428	96	4557678	4560820	4218126	4221275	0.0	2785
NC_003902.1	NC_003143.1	82.653	3211	428	96	4945546	4948688	4218126	4221275	0.0	2785
NC_003902.1	NC_003143.1	85.077	1568	197	31	4949164	4950714	13806	12259	0.0	1532
NC_003902.1	NC_003143.1	85.077	1568	197	31	4561296	4562846	13806	12259	0.0	1532
NC_003902.1	NC_003143.1	85.077	1568	197	31	4561296	4562846	4178918	4180465	0.0	1532
NC_003902.1	NC_003143.1	85.077	1568	197	31	4949164	4950714	4178918	4180465	0.0	1532
NC_003902.1	NC_003143.1	85.077	1568	197	31	4561296	4562846	4388219	4389766	0.0	1532
NC_003902.1	NC_003143.1	85.077	1568	197	31	4949164	4950714	4388219	4389766	0.0	1532
NC_003902.1	NC_003143.1	85.013	1568	198	31	4949164	4950714	1219019	1217472	0.0	1528
NC_003902.1	NC_003143.1	85.013	1568	198	31	4561296	4562846	1219019	1217472	0.0	1528
NC_003902.1	NC_003143.1	85.003	1567	200	29	4561296	4562846	3652634	3654181	0.0	1528
NC_003902.1	NC_003143.1	85.003	1567	200	29	4949164	4950714	3652634	3654181	0.0	1528
NC_003902.1	NC_003143.1	85.013	1568	198	31	4561296	4562846	4221782	4223329	0.0	1528
NC_003902.1	NC_003143.1	85.013	1568	198	31	4949164	4950714	4221782	4223329	0.0	1528
NC_003902.1	NC_003143.1	67.418	1685	473	65	1132362	1134010	3518854	3517210	6.30e-119	437
NC_003902.1	NC_003143.1	69.140	1105	293	37	917089	918172	1024610	1023533	5.95e-97	364
NC_003902.1	NC_003143.1	66.565	1307	351	73	1060566	1061832	226781	228041	1.01e-69	274
NC_003902.1	NC_003143.1	80.564	319	47	13	857968	858275	3956065	3955751	1.48e-62	250
NC_003902.1	NC_003143.1	68.819	635	179	15	1934777	1935400	3070302	3069676	3.90e-50	209
NC_003902.1	NC_003143.1	66.450	924	272	35	3883743	3884647	3782567	3783471	3.90e-50	208
NC_003902.1	NC_003143.1	70.569	299	77	10	4509516	4509808	3183318	3183611	6.63e-23	118
NC_003902.1	NC_003143.1	92.045	88	6	1	2496856	2496942	379515	379428	1.80e-21	113
NC_003902.1	NC_003143.1	93.902	82	4	1	2497160	2497240	379510	379429	5.40e-21	111
NC_003902.1	NC_003143.1	94.937	79	4	0	2496859	2496937	2115109	2115031	5.40e-21	111
NC_003902.1	NC_003143.1	92.857	84	4	2	2497153	2497236	2115112	2115031	1.62e-20	110
NC_003902.1	NC_003143.1	93.827	81	4	1	4561026	4561105	3652450	3652530	1.62e-20	110
NC_003902.1	NC_003143.1	93.827	81	4	1	4948894	4948973	3652450	3652530	1.62e-20	110
NC_003902.1	NC_003143.1	93.827	81	4	1	4561026	4561105	4178734	4178814	1.62e-20	110
NC_003902.1	NC_003143.1	93.827	81	4	1	4948894	4948973	4178734	4178814	1.62e-20	110
NC_003902.1	NC_003143.1	93.827	81	4	1	4561026	4561105	4221598	4221678	1.62e-20	110
NC_003902.1	NC_003143.1	93.827	81	4	1	4948894	4948973	4221598	4221678	1.62e-20	110
NC_003902.1	NC_003143.1	88.043	92	10	1	2988094	2988184	1164794	1164885	1.32e-18	103
NC_003902.1	NC_003143.1	90.361	83	6	2	2536393	2536474	13941	14022	1.19e-17	100
NC_003902.1	NC_003143.1	92.208	77	6	0	2988108	2988184	1165009	1165085	1.19e-17	100
NC_003902.1	NC_003143.1	90.361	83	6	2	2536393	2536474	1219154	1219235	1.19e-17	100
NC_003902.1	NC_003143.1	90.361	83	6	2	2536393	2536474	4388084	4388003	1.19e-17	100
NC_003902.1	NC_003143.1	92.105	76	6	0	2988109	2988184	3909002	3909077	3.58e-17	99.1
NC_003902.1	NC_003143.1	85.714	98	9	5	2537337	2537430	13924	14020	1.08e-16	98.3
NC_003902.1	NC_003143.1	85.714	98	9	5	2537337	2537430	1219137	1219233	1.08e-16	98.3
NC_003902.1	NC_003143.1	85.714	98	9	5	2537337	2537430	4388101	4388005	1.08e-16	98.3
